,Ablation coef.,Angle,Aspect Ratio,CPU Time (s),CSFD exponent,Density [kg/m3],Dispersion [m],Effective Diameter [m],Frag. sep. coef.,Large Crater Fraction,Mass [kg],Maximum Diameter [m],Median Diameter [m],Minimum Diameter [m],No. of Craters,No. of Large Craters,Radius [m],Strength [kPa],Strength exponent,Velocity [km/s]
0,1.14E-08,26.38978619,1,0.008174896,0,1686.775551,0,4.880750565,1.1,1,44.02406693,4.880750565,4.880750565,4.880750565,1,1,0.184012821,2664.248185,0.25,13.9480221
1,2.15E-08,22.08522927,1,0.010093927,0,3602.196576,102.8705586,8.178271944,1.1,1,253.4838082,6.498182578,6.491090996,6.483999415,2,2,0.256112869,1788.335149,0.25,16.39528417
2,2.46E-08,75.66723032,1,0.003464937,0,2574.793956,0,6.245631072,1.1,1,22.194127,6.245631072,6.245631072,6.245631072,1,1,0.127194693,510.2413513,0.25,6.785303822
3,2.49E-08,45.27299325,0.50355495,0.05459094,-1.447262574,3494.330441,7.206386089,8.168718633,1.1,0.066666667,59.96816552,7.611127884,1.650778569,1.03471469,15,1,0.160013292,1995.831904,0.25,13.97786676
4,2.00E-08,51.47620027,1,0.383394003,0,2488.37575,102.5700456,4.631676349,1.1,0.5,25.71943211,3.621591564,2.626258575,1.000687691,4,2,0.135130153,137.6941923,0.25,6.665925184
5,1.48E-08,50.82264811,0.542525887,0.052442074,-1.291962915,2730.068419,43.53673577,4.591227003,1.1,0.166666667,15.04256456,4.311866404,1.497028079,1.227506704,6,1,0.109568718,40.2474317,0.25,7.919400882
6,1.84E-08,29.7168768,1,0.215751886,0,2848.645198,117.1885627,3.628549892,1.1,1,27.66323624,2.82999853,2.116699257,1.805100831,4,4,0.132350424,621.5147273,0.25,11.17246877
7,1.50E-08,65.30376667,1,0.00304389,0,2533.511228,0,6.501467676,1.1,1,21.12517213,6.501467676,6.501467676,6.501467676,1,1,0.125794872,3282.165719,0.25,8.725206688
8,1.59E-08,61.26685416,0.241448478,2.757905245,-3.180304621,1729.237839,83.71546511,2.487291744,1.1,1,73.0400261,1.699116499,1.25174008,1.029711612,6,6,0.2160425,33.56220816,0.25,8.337226115
9,1.98E-08,47.75778333,0.354758774,0.326709986,-2.201053509,3335.425971,49.25786954,3.957833774,1.1,0.166666667,18.46649691,3.380861696,1.239764301,1.04399543,12,2,0.109744189,280.9654124,0.25,11.02324547
10,1.75E-08,21.61689229,1,0.007061958,0,2804.323507,0,3.389896879,1.1,1,24.08363142,3.389896879,3.389896879,3.389896879,1,1,0.12703842,352.1699261,0.25,7.173284396
11,2.56E-08,52.62784958,0.17546052,0.146686077,-1.31390146,3865.993091,64.65008055,6.346834309,1.1,0.25,28.36560521,5.655386819,1.772486387,1.162642741,8,2,0.120544516,112.4022463,0.25,9.620546472
12,3.48E-08,8.893085092,1,0.014459133,0,2018.966845,0,0,1.1,0,32.49526375,0,0,0,0,0,0.156627286,3095.211165,0.25,6.546546547
13,2.61E-08,61.15129691,0.694832146,0.200997114,-1.626298722,3685.374661,33.77568824,5.022853308,1.1,0.25,25.8151521,4.327763567,1.583415703,1.249860815,8,2,0.118695652,258.9872813,0.25,13.97786676
14,1.22E-08,51.99649841,0.311863077,0.292899132,-1.259904658,3616.839872,53.14289869,7.986692293,1.1,0.2,39.14338989,6.92376415,2.537939947,1.17669485,10,2,0.137218768,34.9542341,0.25,11.88874059
15,3.69E-08,41.06245991,1,0.254416943,0,1598.28025,62.19648821,2.767096004,1.1,0.666666667,17.80128436,2.540684835,1.448261363,1.204878917,3,2,0.138538325,137.1207087,0.25,6.964371779
16,1.86E-08,49.83618696,1,2.043205261,0,1454.746618,168.4589394,3.210685124,1.1,0.75,48.5467527,2.839525755,1.603584277,1.178745478,4,3,0.199722996,193.5336235,0.25,12.33641048
17,2.26E-08,43.96286791,0.107222108,2.98025012,-1.648697575,1614.458056,107.3740117,4.182044287,1.1,0.428571429,91.47577653,3.520697807,1.514766893,1.107252129,7,3,0.238266824,58.65198503,0.25,8.993808623
18,3.46E-08,41.06002088,1,0.98929286,0,2641.675882,0,0,1.1,0,73.79485925,0,0,0,0,0,0.188228764,87.6065463,0.25,18.33518704
19,3.80E-08,61.332006,1,0.002662897,0,3328.247819,0,12.91563365,1.1,1,168.2542581,12.91563365,12.91563365,12.91563365,1,1,0.229379147,2358.343077,0.25,8.396915434
20,1.75E-08,77.53061942,1,0.761538744,0,3137.365729,86.99267941,3.267742459,1.1,0.666666667,21.58052469,2.637972984,2.483590788,1.067558889,3,2,0.117978467,67.11674417,0.25,16.24606088
21,3.43E-08,19.78545945,1,0.137895107,0,2198.08421,0,0,1.1,0,15.82639405,0,0,0,0,0,0.119788836,120.330252,0.25,21.11074037
22,2.45E-08,32.29645757,0.217039317,0.745164156,-1.497440249,3022.384178,136.0992327,4.338021285,1.1,0.4,47.0936474,3.888421055,1.820589776,1.279560763,5,2,0.154943972,51.84229626,0.25,6.785303822
23,3.72E-08,35.45686521,0.209252461,0.248996735,-1.900756536,2621.353509,73.20612979,4.167710975,1.1,0.5,38.42433428,3.168014062,1.789139412,1.116627053,8,4,0.151820605,133.1724052,0.25,7.800022244
24,3.88E-08,24.3455273,1,0.004734278,0,3592.802326,0,4.532560101,1.1,1,43.41872028,4.532560101,4.532560101,4.532560101,1,1,0.142359033,573.0533051,0.25,7.800022244
25,1.27E-08,20.1712644,0.10905462,0.63563323,-2.004396622,3983.781825,208.2414095,3.542000101,1.1,0.8,44.87904387,2.677906982,2.081997825,1.298426589,5,4,0.139065632,170.0667777,0.25,8.755051348
26,1.36E-08,23.83060468,1,0.524333954,0,2914.218694,0,2.0594249,1.1,1,33.98057971,2.0594249,2.0594249,2.0594249,1,1,0.140671681,591.8450613,0.25,19.82742001
27,2.22E-08,52.77116743,1,0.003461838,0,3152.751907,0,7.11407352,1.1,1,33.57587192,7.11407352,7.11407352,7.11407352,1,1,0.136484384,2894.086989,0.25,8.426760093
28,2.95E-08,57.47361807,1,0.002901077,0,2884.39841,0,26.38361686,1.1,1,1449.559155,26.38361686,26.38361686,26.38361686,1,1,0.493208662,931.1313116,0.25,8.217847477
29,1.74E-08,26.52134926,1,0.00509429,0,2057.373029,0,4.223083005,1.1,1,33.13856668,4.223083005,4.223083005,4.223083005,1,1,0.156666938,2016.849866,0.25,6.277944611
30,4.14E-08,44.08406745,1,0.376846075,0,1856.403825,0,0,1.1,0,22.02509822,0,0,0,0,0,0.141487779,95.82380571,0.25,25.82619657
31,3.90E-08,9.647979486,1,0.01584506,0,1882.150336,0,0,1.1,0,22.46467626,0,0,0,0,0,0.14177046,736.9495178,0.25,7.173284396
32,1.51E-08,38.67576381,1,0.004059315,0,1994.148809,0,5.997802864,1.1,1,34.21212362,5.997802864,5.997802864,5.997802864,1,1,0.159996796,1829.01344,0.25,12.81392504
33,3.31E-08,24.18210467,1,0.217341185,0,3623.157347,0,1.366873973,1.1,1,16.83052074,1.366873973,1.366873973,1.366873973,1,1,0.103508,89.10921463,0.25,13.47050754
34,3.69E-08,32.37470281,1,0.144850254,0,3695.367339,114.6359315,2.431825833,1.1,0.75,24.15334122,2.139972362,1.204057665,1.001851165,4,3,0.115987271,316.7115584,0.25,12.00811923
35,1.54E-08,19.814722,1,0.328634262,0,3443.480025,280.6871975,2.757201376,1.1,1,31.847094,2.63480599,2.010994801,1.387183612,2,2,0.130215059,82.85247793,0.25,13.05268231
36,4.09E-08,26.79712674,1,0.015133858,0,2382.187185,88.30608105,2.469735981,1.1,1,35.21208492,2.085823345,1.95095102,1.816078695,2,2,0.152244782,218.9018549,0.25,11.47091536
37,4.02E-08,76.29621193,0.314990775,0.145383358,-1.045663962,3189.975149,48.5688887,4.94245065,1.1,0.4,20.00743172,4.581252557,1.776628137,1.050894591,5,2,0.114403281,248.5781288,0.25,8.934119304
38,2.52E-08,61.26210682,0.46033855,0.327892065,-1.657541989,2362.603618,58.19574943,4.184890472,1.1,0.111111111,25.92745653,3.834797108,1.207813439,1.046776341,9,1,0.137856362,54.1235327,0.25,6.874837801
39,1.78E-08,64.19792778,1,0.002635002,0,3670.369454,0,8.378000612,1.1,1,47.95658326,8.378000612,8.378000612,8.378000612,1,1,0.146111124,1007.684656,0.25,6.665925184
40,2.97E-08,65.54387221,0.487396498,0.246108055,-3.604352217,2113.081319,47.89923677,3.084854402,1.1,1,18.54822974,1.93239129,1.463406193,1.104519893,9,9,0.127967361,40.88183124,0.25,6.844993141
41,3.78E-08,50.40352121,1,0.003865719,0,1872.731803,0,2.931331893,1.1,1,15.85348886,2.931331893,2.931331893,2.931331893,1,1,0.126430994,1220.702101,0.25,13.26159493
42,3.26E-08,30.66586398,0.433293076,2.034020901,-1.453575186,2844.10627,151.2372425,5.044795911,1.1,0.25,191.1435288,3.864321584,1.444447053,1.32242349,8,2,0.252217407,99.24806482,0.25,12.66470174
